,housing,balance,y
24073,yes,164,no
24074,no,5514,yes
24075,no,123,yes
24076,yes,3352,yes
24077,yes,0,yes
24078,yes,429,yes
24079,yes,5254,yes
24080,yes,589,yes
24081,no,19268,yes
24082,no,1445,yes
24083,yes,568,yes
24084,yes,10250,yes
24085,no,3537,yes
24086,yes,1324,no
24087,no,1947,yes
24088,no,1967,yes
24089,yes,3254,yes
24090,yes,437,yes
24091,no,3260,no
24092,no,2329,yes
24093,yes,431,no
24094,yes,12026,yes
24095,no,1310,no
24096,no,1757,yes
24097,no,7554,yes
24098,yes,385,yes
24099,yes,107,yes
24100,yes,1012,yes
24101,no,352,no
24102,yes,0,yes
24103,no,372,yes
24104,yes,3912,no
24105,no,1801,no
24106,yes,258,yes
24107,yes,7506,yes
24108,yes,314,yes
24109,no,860,yes
24110,no,6,no
24111,yes,0,yes
24112,no,3623,yes
24113,yes,0,no
24114,no,2470,yes
24115,yes,1307,yes
24116,no,3237,yes
24117,no,185,no
24118,no,1866,no
24119,yes,523,no
24120,no,5041,yes
24121,no,1335,no
24122,no,172,no
24123,yes,0,no
24124,yes,6619,yes
24125,yes,8,no
24126,no,237,yes
24127,no,3132,no
24128,yes,4683,no
24129,no,1331,yes
24130,yes,1970,yes
24131,no,706,yes
24132,no,1026,yes
24133,yes,94,no
24134,no,249,yes
24135,no,15,no
24136,yes,1770,no
24137,yes,12857,yes
24138,yes,3321,no
24139,no,2807,yes
24140,no,7,no
24141,yes,572,yes
24142,no,1956,no
24143,no,5060,yes
24144,no,35,no
24145,yes,1101,no
24146,no,1234,no
24147,no,40,no
24148,yes,6573,no
24149,no,6490,no
24150,yes,163,no
24151,yes,1005,no
24152,no,2271,yes
24153,no,9916,no
24154,no,1,yes
24155,no,0,no
24156,yes,585,no
24157,no,456,no
24158,no,676,yes
24159,no,160,yes
24160,yes,899,yes
24161,yes,1230,yes
24162,no,333,no
24163,yes,1016,no
24164,no,52,no
24165,yes,873,no
24166,no,219,no
24167,no,206,no
24168,yes,718,no
24169,no,0,yes
24170,yes,1243,no
24171,yes,62,no
24172,no,700,yes
24173,no,0,yes
24174,yes,3608,yes
24175,no,677,no
24176,no,67,yes
24177,yes,127,yes
24178,yes,2089,yes
24179,no,3585,yes
24180,yes,4152,yes
24181,no,943,no
24182,yes,816,yes
24183,no,937,no
24184,yes,1631,no
24185,yes,5270,no
24186,no,119,no
24187,yes,58,no
24188,yes,-942,no
24189,yes,6203,no
24190,yes,4028,no
24191,yes,0,no
24192,no,910,no
24193,yes,1577,no
24194,no,7028,no
24195,no,665,no
24196,yes,421,no
24197,yes,1252,no
24198,yes,105,no
24199,yes,8230,no
24200,yes,94,no
24201,no,514,no
24202,no,71,no
24203,no,1533,no
24204,no,5847,no
24205,no,4960,no
24206,no,8648,no
24207,yes,228,no
24208,yes,1623,no
24209,yes,3296,no
24210,no,0,no
24211,no,1648,no
24212,yes,6798,no
24213,yes,1402,no
24214,no,69,no
24215,yes,200,no
24216,no,5282,no
24217,yes,0,no
24218,no,582,no
24219,yes,195,no
24220,no,7162,no
24221,no,1636,no
24222,yes,425,no
24223,no,199,no
24224,yes,1323,no
24225,yes,3419,no
24226,yes,103,no
24227,no,1028,no
24228,yes,17,no
24229,no,2598,no
24230,no,1484,no
24231,yes,1693,no
24232,yes,411,no
24233,no,4278,no
24234,no,494,no
24235,no,231,no
24236,yes,198,no
24237,no,2516,no
24238,yes,1701,no
24239,yes,295,no
24240,yes,1274,no
24241,yes,1878,no
24242,yes,3305,no
24243,yes,1,no
24244,no,2785,no
24245,yes,-292,no
24246,yes,8969,no
24247,no,2901,no
24248,no,65,no
24249,no,1114,no
24250,yes,1477,no
24251,yes,465,no
24252,yes,0,no
24253,yes,401,no
24254,no,3324,no
24255,no,2440,no
24256,yes,0,no
24257,no,0,no
24258,yes,477,no
24259,no,1654,no
24260,no,0,no
24261,no,4656,no
24262,yes,191,no
24263,no,108,no
24264,no,64,no
24265,yes,0,no
24266,yes,1865,no
24267,yes,17,no
24268,no,1034,no
24269,yes,7,no
24270,yes,5447,yes
24271,no,275,yes
24272,no,17,no
24273,yes,0,no
24274,yes,1540,yes
24275,yes,751,yes
24276,no,1454,no
24277,no,2764,no
24278,no,5381,no
24279,yes,0,no
24280,no,1749,no
24281,yes,0,no
24282,yes,313,no
24283,yes,0,no
24284,yes,1272,no
24285,no,1875,no
24286,no,-60,no
24287,yes,6284,no
24288,no,0,no
24289,yes,1469,no
24290,no,2655,no
24291,yes,1694,no
24292,no,0,no
24293,yes,318,no
24294,no,0,no
24295,yes,1718,no
24296,yes,1084,no
24297,yes,5249,no
24298,yes,2410,no
24299,no,633,no
24300,yes,35,no
24301,yes,0,no
24302,yes,0,no
24303,no,17432,no
24304,yes,4403,no
24305,yes,0,no
24306,yes,2063,no
24307,yes,69,no
24308,yes,326,no
24309,yes,410,no
24310,yes,113,no
24311,yes,2749,no
24312,no,209,no
24313,yes,926,no
24314,yes,856,no
24315,yes,246,no
24316,yes,32,no
24317,no,209,no
24318,yes,0,no
24319,no,4466,no
24320,no,0,no
24321,no,7387,no
24322,yes,5420,no
24323,yes,1415,no
24324,no,1448,no
24325,yes,272,no
24326,yes,5766,no
24327,yes,101,no
24328,yes,4,no
24329,no,0,no
24330,yes,500,no
24331,yes,5057,no
24332,no,5827,no
24333,yes,3013,no
24334,no,283,no
24335,yes,3094,no
24336,no,5010,no
24337,no,4962,no
24338,no,7089,no
24339,no,2348,no
24340,no,2479,no
24341,yes,865,no
24342,no,450,no
24343,yes,1265,no
24344,no,738,no
24345,yes,191,no
24346,no,8106,no
24347,yes,30,no
24348,yes,518,no
24349,yes,-155,no
24350,no,0,no
24351,yes,12226,no
24352,no,48,no
24353,no,1364,no
24354,no,5564,no
24355,yes,720,no
24356,no,14107,no
24357,yes,2126,no
24358,no,46,no
24359,no,5423,no
24360,yes,-198,no
24361,yes,1871,no
24362,yes,-355,no
24363,no,3505,yes
24364,no,8332,no
24365,no,1575,no
24366,yes,689,no
24367,yes,-565,no
24368,yes,2370,no
24369,yes,328,no
24370,no,2578,no
24371,yes,1661,no
24372,yes,6493,no
24373,no,3760,no
24374,yes,463,no
24375,yes,135,no
24376,yes,77,no
24377,yes,0,no
24378,no,2668,no
24379,no,1262,no
24380,yes,20187,no
24381,yes,135,no
24382,no,1191,no
24383,no,7343,no
24384,yes,315,no
24385,yes,1573,no
24386,no,0,no
24387,yes,1144,no
24388,no,685,no
24389,yes,621,no
24390,no,2228,yes
24391,yes,1039,no
24392,no,0,no
24393,yes,0,no
24394,yes,1306,no
24395,yes,0,no
24396,no,819,no
24397,no,33,no
24398,no,898,no
24399,yes,2919,no
24400,yes,1108,no
24401,yes,0,no
24402,yes,4344,no
24403,yes,1952,no
24404,yes,2551,no
24405,yes,472,no
24406,yes,1171,no
24407,yes,514,no
24408,yes,1435,no
24409,yes,0,no
24410,no,597,no
24411,yes,252,no
24412,yes,0,no
24413,yes,6572,no
24414,yes,10,no
24415,no,4425,no
24416,yes,-36,no
24417,yes,18,no
24418,yes,0,no
24419,no,92,no
24420,no,4230,no
24421,no,0,no
24422,no,1730,no
24423,no,295,no
24424,no,4544,no
24425,yes,202,yes
24426,yes,313,no
24427,yes,716,no
24428,yes,0,no
24429,yes,419,no
24430,yes,344,no
24431,no,0,no
24432,yes,1467,no
24433,yes,0,no
24434,no,427,no
24435,yes,14282,no
24436,yes,0,no
24437,no,3735,no
24438,yes,279,no
24439,yes,1270,no
24440,no,-370,no
24441,no,380,yes
24442,yes,209,no
24443,yes,441,no
24444,yes,0,no
24445,yes,536,no
24446,no,5187,no
24447,no,1029,no
24448,yes,0,no
24449,yes,4826,no
24450,yes,1048,no
24451,yes,2398,no
24452,yes,0,no
24453,no,0,no
24454,yes,179,no
24455,yes,71,no
24456,yes,1918,no
24457,yes,2192,no
24458,yes,4005,no
24459,no,0,no
24460,no,2223,no
24461,yes,112,no
24462,yes,493,no
24463,yes,0,no
24464,yes,0,no
24465,no,17092,no
24466,yes,163,no
24467,yes,3029,no
24468,yes,6164,no
24469,yes,563,no
24470,yes,1246,no
24471,no,16264,no
24472,yes,2363,no
24473,yes,1797,no
24474,no,7007,no
24475,yes,3440,no
24476,yes,16,no
24477,no,13,no
24478,no,968,no
24479,yes,300,no
24480,no,2747,no
24481,yes,-24,no
24482,no,361,no
24483,yes,81,no
24484,yes,508,no
24485,no,321,no
24486,no,373,no
24487,yes,3840,no
24488,no,2096,no
24489,yes,2020,no
24490,yes,24,no
24491,yes,-637,no
24492,yes,425,no
24493,yes,69,no
24494,no,80,no
24495,yes,5310,yes
24496,yes,935,no
24497,yes,585,no
24498,yes,0,no
24499,yes,757,no
24500,yes,3150,no
24501,yes,5,no
24502,yes,634,no
24503,yes,0,no
24504,yes,9678,no
24505,yes,677,no
24506,yes,970,no
24507,yes,0,no
24508,no,899,no
24509,yes,1504,yes
24510,no,830,no
24511,yes,-174,no
24512,yes,1357,no
24513,yes,0,no
24514,yes,-1415,no
24515,no,1187,no
24516,no,0,no
24517,yes,2719,no
24518,no,588,no
24519,yes,4583,no
24520,yes,0,no
24521,yes,0,no
24522,yes,1657,no
24523,yes,2289,no
24524,yes,567,no
24525,no,722,no
24526,no,200,no
24527,no,1783,yes
24528,no,-259,no
24529,yes,22341,no
24530,yes,785,no
24531,yes,248,no
24532,yes,226,no
24533,yes,746,no
24534,yes,4504,no
24535,yes,12061,no
24536,no,-15,no
24537,yes,6274,no
24538,yes,-741,no
24539,yes,2920,no
24540,yes,2152,no
24541,yes,189,no
24542,no,601,no
24543,no,877,no
24544,no,28,no
24545,no,0,no
24546,no,5326,no
24547,yes,1563,no
24548,yes,1932,no
24549,yes,1144,no
24550,no,4861,no
24551,yes,4593,no
24552,yes,99,no
24553,no,4,no
24554,yes,3111,no
24555,yes,2576,no
24556,yes,1451,no
24557,no,672,no
24558,yes,1319,no
24559,yes,1012,no
24560,yes,557,no
24561,no,5057,no
24562,yes,2749,no
24563,yes,0,no
24564,yes,1143,no
24565,yes,0,yes
24566,yes,600,no
24567,no,350,no
24568,yes,34247,no
24569,no,0,no
24570,no,248,no
24571,yes,0,no
24572,yes,2,no
24573,no,1818,no
24574,yes,3837,no
24575,no,202,no
24576,no,242,no
24577,no,16,no
24578,yes,0,no
24579,yes,11650,no
24580,yes,58,no
24581,yes,3552,no
24582,no,572,no
24583,yes,0,no
24584,no,131,no
24585,yes,38,no
24586,no,2155,no
24587,yes,560,no
24588,yes,20,no
24589,yes,-954,no
24590,no,0,no
24591,yes,230,no
24592,yes,505,no
24593,yes,93,no
24594,yes,0,no
24595,yes,3843,no
24596,no,109,no
24597,no,2347,no
24598,no,1392,no
24599,yes,264,no
24600,no,3640,no
24601,no,1831,no
24602,no,1904,no
24603,yes,734,no
24604,yes,620,no
24605,yes,5,no
24606,yes,821,no
24607,yes,0,no
24608,no,4654,no
24609,no,275,no
24610,yes,1049,no
24611,yes,1414,no
24612,no,2145,no
24613,yes,653,no
24614,yes,-210,no
24615,yes,163,no
24616,yes,0,no
24617,no,1058,no
24618,yes,11971,no
24619,no,7595,no
24620,yes,794,no
24621,no,1168,no
24622,no,2269,yes
24623,yes,271,no
24624,no,1158,no
24625,yes,0,no
24626,yes,-478,no
24627,yes,3795,no
24628,no,463,no
24629,yes,653,no
24630,yes,486,no
24631,no,2242,no
24632,yes,1255,no
24633,no,-403,no
24634,yes,2171,no
24635,yes,0,no
24636,no,23,no
24637,no,2636,no
24638,yes,1029,no
24639,yes,12839,no
24640,yes,1241,no
24641,no,-1157,no
24642,no,0,no
24643,no,0,no
24644,no,917,no
24645,no,1781,no
24646,no,2139,no
24647,no,815,no
24648,no,2278,no
24649,no,1502,no
24650,yes,7,no
24651,no,2378,yes
24652,no,217,no
24653,no,856,no
24654,no,652,no
24655,yes,1375,no
24656,no,2707,no
24657,yes,3684,no
24658,yes,426,no
24659,yes,216,no
24660,no,299,no
24661,no,-78,no
24662,yes,237,no
24663,no,1988,no
24664,yes,1354,no
24665,no,8,no
24666,yes,66,no
24667,no,1503,no
24668,yes,1565,no
24669,yes,68,no
24670,no,0,no
24671,yes,3018,no
24672,yes,1043,no
24673,yes,876,no
24674,yes,0,no
24675,yes,1027,no
24676,yes,724,no
24677,yes,324,no
24678,yes,3337,no
24679,no,1162,no
24680,yes,452,no
24681,no,614,no
24682,yes,0,no
24683,yes,0,no
24684,yes,0,no
24685,no,430,no
24686,yes,219,no
24687,yes,627,no
24688,yes,2935,no
24689,no,1101,no
24690,yes,1286,no
24691,yes,2106,no
24692,no,453,no
24693,yes,1036,no
24694,yes,1077,no
24695,yes,825,no
24696,yes,2767,no
24697,yes,1269,no
24698,no,1150,no
24699,yes,5115,yes
24700,yes,18,no
24701,yes,1092,no
24702,no,121,no
24703,no,644,no
24704,yes,0,no
24705,no,1606,no
24706,yes,469,no
24707,yes,1680,no
24708,yes,12,no
24709,no,781,yes
24710,yes,10378,no
24711,yes,0,no
24712,yes,1826,no
24713,no,6153,no
24714,yes,0,no
24715,yes,0,no
24716,no,525,no
24717,no,611,no
24718,yes,4958,no
24719,no,97,no
24720,yes,197,no
24721,yes,106,no
24722,no,406,no
24723,yes,204,no
24724,yes,2479,no
24725,yes,-188,yes
24726,yes,42,no
24727,yes,1485,no
24728,no,0,no
24729,no,755,no
24730,yes,981,no
24731,no,0,no
24732,yes,690,no
24733,no,653,no
24734,yes,1777,no
24735,yes,0,no
24736,no,3329,no
24737,yes,1201,no
24738,no,761,yes
24739,yes,3059,no
24740,no,530,no
24741,no,0,no
24742,yes,7673,no
24743,yes,148,no
24744,yes,323,no
24745,yes,751,no
24746,no,2868,no
24747,no,-388,no
24748,yes,1240,no
24749,yes,894,no
24750,no,201,no
24751,yes,2269,no
24752,yes,4324,no
24753,yes,756,no
24754,yes,2039,no
24755,yes,13342,no
24756,yes,723,no
24757,no,15,no
24758,yes,195,no
24759,yes,879,no
24760,yes,3275,no
24761,yes,2249,no
24762,yes,7717,no
24763,no,162,no
24764,no,606,no
24765,no,137,no
24766,no,26575,no
24767,yes,135,no
24768,yes,133,no
24769,no,2133,no
24770,yes,2305,no
24771,yes,19,yes
24772,no,2101,no
24773,yes,1613,no
24774,yes,-76,no
24775,yes,1741,no
24776,yes,10888,no
24777,yes,417,no
24778,yes,0,no
24779,yes,4320,no
24780,yes,618,no
24781,yes,65,no
24782,yes,4508,yes
24783,no,0,no
24784,yes,263,no
24785,no,280,no
24786,yes,1461,no
24787,yes,7108,no
24788,no,2496,no
24789,yes,256,no
24790,no,33,no
24791,no,1674,no
24792,yes,316,no
24793,yes,0,no
24794,no,13,no
24795,yes,4415,no
24796,yes,24,no
24797,yes,2,no
24798,no,2126,no
24799,no,4819,no
24800,yes,112,no
24801,yes,9339,no
24802,yes,589,no
24803,no,170,no
24804,yes,559,no
24805,yes,0,no
24806,yes,2203,no
24807,yes,104,no
24808,yes,1636,no
24809,yes,172,no
24810,no,390,no
24811,yes,476,no
24812,yes,2105,no
24813,no,93,no
24814,yes,16,no
24815,yes,3944,no
24816,yes,4982,no
24817,yes,14,no
24818,yes,2831,no
24819,yes,2717,no
24820,no,63,no
24821,yes,6376,no
24822,yes,196,no
24823,no,36,no
24824,yes,13,no
24825,yes,283,no
24826,yes,154,no
24827,no,470,no
24828,yes,1199,no
24829,yes,4,no
24830,no,66,yes
24831,yes,0,no
24832,yes,2165,no
24833,yes,0,no
24834,yes,428,no
24835,no,257,no
24836,yes,4856,no
24837,yes,722,no
24838,yes,-247,no
24839,no,16517,no
24840,yes,0,no
24841,yes,6,no
24842,no,1164,no
24843,yes,0,no
24844,yes,5260,no
24845,yes,2453,no
24846,yes,0,no
24847,yes,13931,no
24848,yes,0,no
24849,no,2266,yes
24850,yes,1769,no
24851,yes,4301,no
24852,no,306,no
24853,yes,0,no
24854,no,7378,no
24855,yes,-723,no
24856,no,2702,no
24857,no,1388,no
24858,yes,68,no
24859,yes,454,no
24860,yes,330,no
24861,yes,1509,no
24862,yes,225,no
24863,yes,53,no
24864,yes,1515,no
24865,no,1802,no
24866,no,561,no
24867,no,2429,no
24868,yes,786,no
24869,no,1155,no
24870,no,1226,no
24871,yes,14,no
24872,no,0,no
24873,yes,153,no
24874,no,222,no
24875,no,664,no
24876,yes,1194,no
24877,no,363,no
24878,no,91,no
24879,yes,2819,no
24880,no,414,no
24881,yes,0,no
24882,no,259,no
24883,no,1442,no
24884,yes,427,no
24885,no,0,no
24886,yes,4646,yes
24887,no,4056,no
24888,no,-24,no
24889,no,108,no
24890,no,1681,no
24891,no,1062,no
24892,yes,2152,no
24893,no,836,no
24894,yes,3854,no
24895,no,4463,no
24896,yes,2729,yes
24897,yes,1958,no
24898,yes,3,no
24899,yes,8277,no
24900,no,146,no
24901,yes,3770,no
24902,yes,446,no
24903,no,458,no
24904,yes,661,no
24905,no,0,no
24906,yes,1217,no
24907,no,7530,no
24908,no,14412,no
24909,yes,4787,no
24910,yes,1684,no
24911,yes,1345,no
24912,yes,349,no
24913,yes,1375,no
24914,no,0,no
24915,yes,0,no
24916,no,97,no
24917,yes,2273,no
24918,yes,1100,no
24919,yes,764,no
24920,yes,1323,no
24921,yes,8491,yes
24922,yes,1494,yes
24923,yes,2877,no
24924,no,481,no
24925,yes,482,no
24926,yes,1050,yes
24927,no,-305,no
24928,yes,53,no
24929,yes,1205,no
24930,yes,2732,no
24931,yes,258,no
24932,yes,51,no
24933,no,6188,yes
24934,yes,353,no
24935,no,371,no
24936,no,26,yes
24937,yes,275,no
24938,no,4,no
24939,no,318,no
24940,yes,685,no
24941,no,10,no
24942,no,-346,no
24943,no,1041,no
24944,yes,1927,no
24945,no,512,no
24946,yes,131,no
24947,yes,1880,no
24948,yes,5862,no
24949,yes,1342,no
24950,yes,342,no
24951,no,1021,no
24952,yes,728,no
24953,yes,0,no
24954,yes,0,no
24955,yes,596,no
24956,yes,1100,no
24957,no,63,no
24958,yes,4313,no
24959,yes,829,no
24960,yes,3237,no
24961,yes,222,no
24962,yes,5811,no
24963,yes,10653,no
24964,no,3185,no
24965,yes,178,no
24966,yes,130,no
24967,yes,54,no
24968,yes,-934,no
24969,yes,3732,no
24970,yes,585,no
24971,no,3520,no
24972,yes,0,no
24973,no,2596,no
24974,no,0,no
24975,no,2603,no
24976,yes,0,yes
24977,yes,1174,no
24978,no,0,no
24979,no,0,yes
24980,yes,2115,no
24981,no,701,no
24982,yes,2038,no
24983,no,541,no
24984,no,7338,no
24985,yes,1316,no
24986,yes,-353,no
24987,yes,5009,no
24988,yes,93,no
24989,no,20,no
24990,yes,0,no
24991,no,7848,no
24992,no,0,no
24993,yes,532,no
24994,yes,871,no
24995,no,1709,no
24996,yes,2619,no
24997,yes,18777,no
24998,yes,2171,yes
24999,yes,83,no
25000,no,871,no
25001,no,5010,no
25002,no,19850,no
25003,yes,430,no
25004,yes,147,no
25005,no,1260,no
25006,yes,-1361,no
25007,yes,649,no
25008,no,800,no
25009,yes,595,no
25010,no,0,no
25011,no,15520,no
25012,yes,0,no
25013,yes,157,no
25014,yes,3395,no
25015,yes,694,no
25016,no,706,no
25017,yes,3970,no
25018,no,32,no
25019,yes,1186,no
25020,yes,45,no
25021,no,267,no
25022,yes,690,no
25023,yes,1529,no
25024,yes,54,no
25025,yes,179,no
25026,yes,2603,no
25027,yes,1330,no
25028,yes,1758,no
25029,yes,326,no
25030,yes,1441,no
25031,yes,730,no
25032,no,271,no
25033,yes,24,no
25034,no,484,no
25035,yes,12845,no
25036,yes,-288,no
25037,yes,1510,no
25038,no,16786,no
25039,yes,135,no
25040,yes,159,no
25041,no,538,no
25042,no,0,no
25043,yes,936,no
25044,no,2123,no
25045,yes,155,no
25046,no,8142,no
25047,no,1901,no
25048,no,3340,no
25049,no,232,no
25050,no,1954,no
25051,yes,1655,no
25052,yes,2995,no
25053,no,193,no
25054,no,2287,no
25055,yes,0,no
25056,yes,2455,no
25057,yes,771,no
25058,no,16,no
25059,yes,2043,no
25060,yes,1678,no
25061,no,0,no
25062,yes,6172,no
25063,yes,2878,no
25064,no,16397,no
25065,yes,233,no
25066,yes,0,no
25067,yes,11591,no
25068,yes,5754,no
25069,no,0,no
25070,yes,8563,no
25071,no,2717,no
25072,yes,103,no
25073,no,5427,no
25074,yes,1007,no
25075,yes,3603,no
25076,no,3234,yes
25077,yes,48,no
25078,yes,1743,no
25079,yes,53,no
25080,no,0,no
25081,yes,5345,no
25082,no,454,no
25083,no,111,no
25084,yes,17655,no
25085,no,1092,no
25086,yes,46,no
25087,yes,8600,no
25088,no,5776,no
25089,no,-312,no
25090,yes,413,no
25091,yes,82,no
25092,yes,515,no
25093,no,5343,no
25094,no,149,no
25095,yes,4943,no
25096,no,2110,no
25097,yes,544,no
25098,yes,4,no
25099,yes,0,no
25100,yes,1182,no
25101,yes,1854,no
25102,yes,1259,no
25103,yes,6384,no
25104,yes,-151,no
25105,yes,1996,no
25106,no,642,no
25107,no,364,no
25108,no,0,no
25109,yes,28,no
25110,yes,1093,no
25111,no,-85,no
25112,no,63,no
25113,no,159,no
25114,no,729,no
25115,yes,99,no
25116,yes,460,no
25117,yes,214,no
25118,yes,118,no
25119,yes,-2604,no
25120,yes,21,no
25121,no,12569,no
25122,no,900,no
25123,yes,27,no
25124,no,87,no
25125,yes,1785,no
25126,yes,3546,no
25127,yes,1216,no
25128,yes,113,no
25129,yes,1667,no
25130,yes,2008,no
25131,yes,2320,no
25132,yes,2251,no
25133,no,2076,no
25134,yes,453,no
25135,yes,3046,no
25136,yes,533,no
25137,yes,2928,no
25138,no,803,no
25139,no,3442,no
25140,yes,-1080,no
25141,no,275,no
25142,yes,215,no
25143,yes,1524,no
25144,yes,6362,no
25145,no,5680,no
25146,yes,2894,no
25147,yes,519,no
25148,yes,11,no
25149,yes,1309,no
25150,yes,44,no
25151,yes,3107,no
25152,yes,1984,no
25153,yes,3008,no
25154,no,1600,no
25155,yes,1636,no
25156,no,210,no
25157,yes,648,no
25158,yes,545,no
25159,no,5,no
25160,no,540,no
25161,yes,-298,no
25162,no,484,no
25163,yes,421,no
25164,yes,6000,no
25165,yes,173,no
25166,no,0,no
25167,yes,0,no
25168,no,35589,no
25169,no,-2,no
25170,no,207,no
25171,yes,10031,no
25172,yes,3139,no
25173,no,514,no
25174,yes,0,no
25175,yes,19,no
25176,no,107,no
25177,yes,297,no
25178,no,236,no
25179,no,25,no
25180,yes,99,no
25181,yes,797,no
25182,yes,20,no
25183,no,0,no
25184,yes,1482,no
25185,yes,3713,no
25186,yes,11,no
25187,no,678,no
25188,yes,-38,no
25189,no,2540,no
25190,yes,337,no
25191,no,-73,no
25192,yes,10189,no
25193,yes,1357,no
25194,no,507,no
25195,no,11887,yes
25196,no,78,no
25197,yes,2746,no
25198,no,-148,no
25199,yes,506,no
25200,no,461,no
25201,yes,897,no
25202,yes,99,no
25203,yes,-516,no
25204,no,26172,no
25205,no,1356,no
25206,yes,646,no
25207,no,1533,no
25208,yes,801,no
25209,yes,416,no
25210,no,530,no
25211,no,862,no
25212,no,4428,no
25213,yes,500,no
25214,yes,0,no
25215,yes,5,no
25216,yes,0,no
25217,no,1208,no
25218,no,1553,no
25219,no,2141,no
25220,no,3729,no
25221,yes,21,no
25222,yes,244,no
25223,no,1042,no
25224,yes,246,no
25225,yes,0,no
25226,no,-92,no
25227,no,4589,no
25228,yes,-56,no
25229,yes,2257,no
25230,no,402,no
25231,yes,4,no
25232,no,668,no
25233,yes,517,no
25234,yes,0,no
25235,no,0,yes
25236,yes,0,no
25237,yes,480,no
25238,yes,5694,no
25239,no,368,no
25240,yes,-2122,no
25241,yes,-1882,no
25242,yes,122,no
25243,yes,1174,no
25244,no,3969,no
25245,no,296,no
25246,yes,0,no
25247,yes,549,no
25248,yes,5816,no
25249,yes,720,no
25250,yes,508,no
25251,yes,5037,yes
25252,yes,357,no
25253,yes,2169,no
25254,yes,5957,no
25255,no,2570,no
25256,yes,2626,no
25257,no,605,no
25258,yes,2934,no
25259,yes,0,no
25260,yes,124,no
25261,yes,1267,no
25262,yes,712,no
25263,yes,0,no
25264,yes,4644,no
25265,no,1430,no
25266,no,521,no
25267,no,703,no
25268,no,1199,no
25269,no,816,no
25270,yes,1108,no
25271,yes,-90,no
25272,yes,874,no
25273,yes,2854,no
25274,yes,0,no
25275,yes,-666,no
25276,no,932,no
25277,no,380,no
25278,yes,1113,no
25279,yes,1522,no
25280,yes,1430,no
25281,no,1887,no
25282,yes,-236,no
25283,no,1673,no
25284,no,3560,no
25285,yes,898,no
25286,yes,13853,no
25287,no,315,no
25288,yes,556,no
25289,yes,644,no
25290,no,676,no
25291,no,3766,no
25292,yes,1066,no
25293,yes,222,no
25294,no,1070,no
25295,yes,728,no
25296,yes,1943,no
25297,yes,5350,no
25298,no,999,no
25299,yes,132,no
25300,no,0,no
25301,yes,4885,no
25302,yes,3572,no
25303,no,353,no
25304,yes,7313,no
25305,yes,0,no
25306,yes,0,no
25307,yes,184,no
25308,yes,1550,no
25309,yes,1411,no
25310,no,642,no
25311,yes,14232,no
25312,yes,88,no
25313,no,974,no
25314,no,4392,no
25315,no,1,no
25316,no,9072,no
25317,yes,6188,no
25318,yes,1439,no
25319,yes,525,no
25320,yes,5674,no
25321,yes,1095,no
25322,no,1055,yes
25323,no,3244,no
25324,no,12539,no
25325,yes,-14,no
25326,yes,1477,no
25327,yes,328,no
25328,yes,386,yes
25329,yes,952,no
25330,yes,0,no
25331,no,8,no
25332,yes,22,no
25333,yes,1612,no
25334,yes,560,no
25335,yes,47,no
25336,yes,17455,no
25337,yes,491,no
25338,no,2472,no
25339,yes,337,no
25340,yes,922,no
25341,no,-311,no
25342,no,129,no
25343,yes,2050,no
25344,yes,826,no
25345,yes,1532,no
