,y,loan,bank_arg1
26490,yes,no,0.57
26491,no,no,0.14
26492,no,no,0.1
26493,no,no,0.17
26494,no,no,0.18
26495,no,no,0.19
26496,no,no,0.13
26497,no,no,0.12
26498,no,no,0.11
26499,no,yes,0.34
26500,no,no,0.13
26501,no,yes,0.33
26502,yes,yes,0.7
26503,no,no,0.13
26504,yes,no,0.54
26505,no,no,0.15
26506,no,no,0.12
26507,no,no,0.1
26508,yes,no,0.5
26509,no,no,0.1
26510,no,no,0.15
26511,no,no,0.11
26512,no,yes,0.32
26513,no,no,0.12
26514,no,no,0.12
26515,no,no,0.11
26516,no,no,0.19
26517,no,yes,0.32
26518,yes,no,0.55
26519,no,no,0.19
26520,no,no,0.16
26521,no,no,0.15
26522,no,no,0.19
26523,no,yes,0.31
26524,yes,no,0.53
26525,no,no,0.11
26526,no,no,0.19
26527,no,no,0.1
26528,no,no,0.19
26529,no,yes,0.3
26530,no,no,0.11
26531,no,yes,0.37
26532,no,no,0.12
26533,yes,no,0.56
26534,no,no,0.12
26535,no,no,0.1
26536,no,no,0.11
26537,no,no,0.2
26538,no,no,0.18
26539,no,no,0.16
26540,no,yes,0.36
26541,no,no,0.19
26542,yes,no,0.57
26543,no,no,0.2
26544,yes,yes,0.77
26545,no,no,0.15
26546,no,yes,0.3
26547,no,no,0.12
26548,no,no,0.12
26549,no,no,0.19
26550,no,no,0.19
26551,no,no,0.17
26552,no,yes,0.32
26553,no,no,0.18
26554,no,no,0.12
26555,no,no,0.17
26556,no,no,0.18
26557,no,no,0.13
26558,no,no,0.2
26559,no,no,0.18
26560,no,no,0.1
26561,no,no,0.14
26562,yes,no,0.52
26563,no,no,0.19
26564,no,no,0.11
26565,yes,no,0.54
26566,no,no,0.19
26567,no,no,0.2
26568,no,no,0.15
26569,no,no,0.1
26570,no,no,0.11
26571,no,no,0.14
26572,no,no,0.1
26573,no,no,0.2
26574,no,no,0.15
26575,no,no,0.13
26576,no,no,0.19
26577,no,no,0.18
26578,no,no,0.2
26579,yes,yes,0.79
26580,yes,no,0.59
26581,no,no,0.18
26582,no,no,0.13
26583,no,no,0.17
26584,no,no,0.16
26585,no,no,0.14
26586,no,no,0.13
26587,no,no,0.14
26588,no,no,0.18
26589,no,no,0.16
26590,no,no,0.15
26591,no,no,0.19
26592,no,no,0.1
26593,no,no,0.1
26594,no,no,0.16
26595,yes,no,0.54
26596,no,no,0.16
26597,no,no,0.17
26598,yes,no,0.58
26599,no,no,0.2
26600,no,no,0.18
26601,no,no,0.16
26602,no,no,0.18
26603,no,no,0.15
26604,no,no,0.15
26605,no,no,0.13
26606,no,no,0.19
26607,no,no,0.18
26608,no,no,0.2
26609,no,no,0.12
26610,no,no,0.17
26611,no,no,0.16
26612,no,no,0.1
26613,no,no,0.19
26614,no,yes,0.34
26615,no,no,0.2
26616,no,no,0.14
26617,no,no,0.12
26618,no,no,0.12
26619,no,no,0.19
26620,no,yes,0.36
26621,no,yes,0.39
26622,no,no,0.18
26623,no,yes,0.39
26624,no,no,0.12
26625,no,no,0.11
26626,no,no,0.12
26627,no,no,0.2
26628,no,no,0.1
26629,no,no,0.13
26630,no,no,0.14
26631,no,no,0.15
26632,no,yes,0.33
26633,no,no,0.1
26634,no,no,0.1
26635,no,no,0.18
26636,no,no,0.17
26637,no,no,0.1
26638,no,no,0.16
26639,no,no,0.18
26640,no,no,0.12
26641,no,no,0.12
26642,no,no,0.13
26643,no,no,0.15
26644,no,no,0.13
26645,no,no,0.13
26646,no,no,0.16
26647,no,no,0.12
26648,no,no,0.17
26649,no,no,0.19
26650,no,no,0.14
26651,no,no,0.16
26652,no,no,0.14
26653,no,no,0.14
26654,no,no,0.19
26655,no,no,0.19
26656,no,no,0.16
26657,no,no,0.2
26658,no,yes,0.34
26659,no,no,0.16
26660,no,no,0.15
26661,no,no,0.11
26662,no,no,0.14
26663,no,yes,0.37
26664,no,no,0.15
26665,no,no,0.1
26666,no,no,0.11
26667,no,yes,0.33
26668,no,no,0.11
26669,no,yes,0.35
26670,no,no,0.16
26671,no,no,0.18
26672,no,yes,0.38
26673,no,yes,0.36
26674,yes,no,0.54
26675,no,yes,0.36
26676,no,yes,0.34
26677,no,no,0.17
26678,no,no,0.2
26679,no,no,0.16
26680,no,yes,0.3
26681,no,no,0.16
26682,yes,no,0.59
26683,yes,no,0.58
26684,no,no,0.16
26685,no,no,0.19
26686,no,no,0.12
26687,no,no,0.12
26688,no,no,0.1
26689,no,no,0.19
26690,no,no,0.19
26691,no,no,0.13
26692,no,no,0.18
26693,no,yes,0.36
26694,no,no,0.14
26695,no,yes,0.33
26696,no,no,0.1
26697,no,yes,0.35
26698,no,no,0.19
26699,no,no,0.18
26700,no,no,0.19
26701,no,no,0.11
26702,no,no,0.19
26703,no,yes,0.31
26704,no,no,0.14
26705,no,no,0.15
26706,no,no,0.17
26707,no,no,0.16
26708,no,no,0.15
26709,no,no,0.19
26710,no,no,0.11
26711,no,yes,0.34
26712,no,no,0.14
26713,no,no,0.12
26714,no,no,0.17
26715,no,no,0.15
26716,no,no,0.1
26717,no,no,0.12
26718,no,no,0.16
26719,no,no,0.14
26720,no,yes,0.34
26721,no,no,0.19
26722,no,no,0.13
26723,no,no,0.19
26724,no,no,0.16
26725,no,no,0.15
26726,no,no,0.1
26727,no,no,0.14
26728,no,no,0.18
26729,no,no,0.14
26730,no,no,0.11
26731,no,no,0.18
26732,no,no,0.2
26733,no,yes,0.31
26734,no,no,0.13
26735,no,no,0.17
26736,no,no,0.14
26737,no,no,0.17
26738,no,no,0.17
26739,no,no,0.19
26740,no,no,0.17
26741,no,no,0.11
26742,no,yes,0.31
26743,no,no,0.17
26744,no,no,0.18
26745,no,no,0.1
26746,no,yes,0.36
26747,no,no,0.16
26748,no,no,0.13
26749,no,no,0.13
26750,no,no,0.17
26751,no,yes,0.31
26752,no,no,0.19
26753,no,no,0.16
26754,no,yes,0.32
26755,no,no,0.13
26756,no,no,0.15
26757,no,yes,0.33
26758,no,no,0.12
26759,no,no,0.15
26760,no,no,0.18
26761,no,yes,0.34
26762,no,yes,0.36
26763,no,yes,0.31
26764,no,no,0.12
26765,no,yes,0.3
26766,no,yes,0.38
26767,no,no,0.12
26768,no,no,0.17
26769,no,no,0.15
26770,no,no,0.13
26771,no,yes,0.4
26772,no,no,0.13
26773,no,no,0.2
26774,yes,no,0.55
26775,no,no,0.16
26776,yes,yes,0.75
26777,no,yes,0.39
26778,no,no,0.14
26779,no,no,0.11
26780,no,no,0.19
26781,no,no,0.11
26782,yes,no,0.5
26783,no,no,0.2
26784,no,no,0.19
26785,no,no,0.13
26786,no,no,0.1
26787,no,no,0.19
26788,no,no,0.1
26789,no,yes,0.38
26790,no,no,0.16
26791,no,no,0.11
26792,no,no,0.1
26793,no,no,0.13
26794,no,yes,0.3
26795,no,no,0.2
26796,no,no,0.15
26797,no,no,0.12
26798,no,no,0.11
26799,no,no,0.2
26800,no,yes,0.33
26801,no,yes,0.31
26802,no,no,0.1
26803,no,no,0.2
26804,no,no,0.18
26805,no,no,0.18
26806,no,no,0.11
26807,no,no,0.17
26808,no,yes,0.32
26809,no,yes,0.34
26810,no,no,0.16
26811,no,no,0.11
26812,no,no,0.17
26813,no,no,0.17
26814,no,no,0.14
26815,no,no,0.14
26816,no,yes,0.33
26817,no,no,0.12
26818,no,no,0.13
26819,no,no,0.16
26820,no,yes,0.36
26821,yes,no,0.53
26822,no,no,0.18
26823,no,yes,0.32
26824,no,yes,0.36
26825,no,no,0.19
26826,yes,no,0.5
26827,no,no,0.18
26828,no,no,0.19
26829,no,no,0.18
26830,yes,no,0.57
26831,no,no,0.13
26832,no,no,0.14
26833,no,no,0.13
26834,no,yes,0.3
26835,no,no,0.1
26836,no,yes,0.34
26837,no,no,0.1
26838,yes,no,0.53
26839,yes,no,0.59
26840,no,no,0.12
26841,no,no,0.2
26842,no,no,0.11
26843,yes,no,0.54
26844,no,no,0.13
26845,no,yes,0.32
26846,no,no,0.11
26847,no,no,0.15
26848,no,no,0.18
26849,no,no,0.16
26850,no,no,0.11
26851,no,no,0.19
26852,no,no,0.14
26853,no,no,0.13
26854,no,no,0.11
26855,no,no,0.2
26856,no,no,0.11
26857,no,no,0.14
26858,no,no,0.15
26859,no,no,0.11
26860,no,yes,0.4
26861,no,no,0.19
26862,no,no,0.17
26863,no,no,0.2
26864,no,no,0.11
26865,no,no,0.14
26866,no,no,0.1
26867,no,no,0.1
26868,no,no,0.2
26869,no,no,0.15
26870,no,no,0.1
26871,no,yes,0.32
26872,yes,yes,0.74
26873,no,no,0.17
26874,no,no,0.18
26875,no,no,0.18
26876,no,no,0.12
26877,no,yes,0.37
26878,no,no,0.17
26879,no,no,0.13
26880,no,no,0.18
26881,no,no,0.16
26882,no,no,0.1
26883,no,no,0.16
26884,no,no,0.14
26885,no,no,0.1
26886,no,no,0.16
26887,yes,no,0.55
26888,no,no,0.12
26889,no,yes,0.39
26890,no,yes,0.37
26891,no,yes,0.37
26892,no,no,0.19
26893,no,no,0.19
26894,no,yes,0.33
26895,no,no,0.16
26896,no,no,0.15
26897,no,no,0.17
26898,no,yes,0.32
26899,no,no,0.15
26900,no,no,0.1
26901,no,no,0.11
26902,no,no,0.17
26903,no,no,0.11
26904,no,no,0.17
26905,no,no,0.16
26906,no,no,0.14
26907,no,no,0.14
26908,no,no,0.11
26909,no,no,0.19
26910,no,yes,0.32
26911,no,yes,0.37
26912,no,no,0.16
26913,no,no,0.13
26914,no,yes,0.39
26915,no,yes,0.39
26916,no,yes,0.34
26917,no,yes,0.35
26918,no,yes,0.37
26919,no,no,0.15
26920,no,no,0.15
26921,no,no,0.15
26922,no,no,0.17
26923,no,no,0.12
26924,no,no,0.1
26925,no,no,0.17
26926,yes,no,0.58
26927,no,yes,0.37
26928,no,no,0.17
26929,no,no,0.16
26930,no,no,0.14
26931,no,no,0.17
26932,no,no,0.16
26933,no,no,0.18
26934,no,no,0.2
26935,yes,no,0.54
26936,no,no,0.16
26937,no,no,0.16
26938,no,no,0.1
26939,no,yes,0.31
26940,no,no,0.11
26941,no,yes,0.37
26942,yes,no,0.52
26943,no,no,0.15
26944,no,no,0.14
26945,no,no,0.19
26946,no,no,0.12
26947,no,no,0.2
26948,no,no,0.17
26949,no,no,0.15
26950,no,no,0.18
26951,no,no,0.14
26952,no,no,0.15
26953,no,yes,0.4
26954,yes,no,0.51
26955,no,no,0.2
26956,no,yes,0.37
26957,no,no,0.14
26958,no,no,0.16
26959,no,no,0.1
26960,no,no,0.17
26961,yes,no,0.5
26962,yes,yes,0.77
26963,no,no,0.16
26964,no,no,0.16
26965,yes,no,0.5
26966,no,no,0.15
26967,no,no,0.16
26968,yes,no,0.58
26969,no,no,0.18
26970,no,no,0.2
26971,no,no,0.15
26972,no,no,0.15
26973,no,no,0.16
26974,no,yes,0.3
26975,no,no,0.17
26976,no,no,0.15
26977,no,no,0.13
26978,no,no,0.17
26979,no,no,0.1
26980,no,yes,0.33
26981,no,no,0.14
26982,no,yes,0.39
26983,no,no,0.11
26984,no,no,0.1
26985,yes,no,0.6
26986,no,no,0.1
26987,no,no,0.11
26988,no,no,0.12
26989,no,no,0.2
26990,no,no,0.2
26991,no,no,0.2
26992,no,yes,0.32
26993,no,yes,0.31
26994,no,no,0.18
26995,yes,no,0.58
26996,no,no,0.12
26997,yes,no,0.53
26998,no,no,0.14
26999,no,no,0.2
27000,yes,no,0.57
27001,no,no,0.18
27002,no,no,0.12
27003,no,no,0.16
27004,no,yes,0.37
27005,no,no,0.16
27006,no,no,0.1
27007,no,no,0.19
27008,no,no,0.16
27009,no,yes,0.31
27010,no,no,0.18
27011,no,yes,0.33
27012,no,no,0.18
27013,no,yes,0.39
27014,no,no,0.16
27015,no,no,0.13
27016,no,yes,0.33
27017,yes,no,0.57
27018,no,no,0.12
27019,yes,no,0.56
27020,no,no,0.15
27021,yes,no,0.58
27022,no,yes,0.38
27023,yes,no,0.59
27024,yes,yes,0.76
27025,no,no,0.11
27026,no,yes,0.37
27027,no,no,0.16
27028,yes,no,0.56
27029,no,no,0.13
27030,no,no,0.19
27031,no,no,0.15
27032,no,no,0.1
27033,no,no,0.18
27034,no,no,0.16
27035,no,no,0.12
27036,yes,yes,0.77
27037,no,no,0.11
27038,no,no,0.16
27039,no,no,0.1
27040,no,no,0.19
27041,no,yes,0.34
27042,no,no,0.2
27043,no,no,0.14
27044,no,yes,0.4
27045,no,no,0.13
27046,no,no,0.18
27047,no,yes,0.38
27048,no,no,0.13
27049,no,no,0.15
27050,yes,no,0.53
27051,no,no,0.2
27052,no,no,0.11
27053,no,no,0.17
27054,no,no,0.11
27055,no,no,0.1
27056,no,yes,0.35
27057,no,yes,0.33
27058,no,no,0.11
27059,no,no,0.17
27060,yes,no,0.59
27061,no,no,0.18
27062,no,no,0.1
27063,no,yes,0.32
27064,no,no,0.1
27065,no,yes,0.35
27066,no,no,0.15
27067,no,no,0.18
27068,no,no,0.2
27069,no,no,0.15
27070,no,no,0.2
27071,no,no,0.13
27072,no,no,0.14
27073,no,no,0.12
27074,no,no,0.18
27075,no,no,0.15
27076,no,no,0.2
27077,no,no,0.1
27078,no,no,0.13
27079,no,no,0.13
27080,no,no,0.2
27081,no,yes,0.38
27082,no,no,0.12
27083,no,no,0.1
27084,no,no,0.19
27085,no,no,0.17
27086,no,no,0.15
27087,no,no,0.2
27088,yes,no,0.55
27089,no,no,0.16
27090,no,no,0.14
27091,yes,no,0.52
27092,no,no,0.12
27093,no,no,0.18
27094,no,no,0.2
27095,no,yes,0.31
27096,yes,no,0.54
27097,no,no,0.15
27098,yes,no,0.55
27099,no,no,0.11
27100,no,no,0.2
27101,yes,no,0.57
27102,no,yes,0.33
27103,no,no,0.17
27104,no,no,0.13
27105,yes,no,0.57
27106,no,no,0.1
27107,no,no,0.18
27108,no,yes,0.34
27109,yes,no,0.55
27110,no,no,0.2
27111,no,no,0.1
27112,no,no,0.19
27113,no,no,0.13
27114,no,no,0.13
27115,no,no,0.17
27116,no,no,0.13
27117,no,no,0.15
27118,no,no,0.19
27119,yes,yes,0.71
27120,no,yes,0.39
27121,no,no,0.15
27122,yes,no,0.59
27123,yes,no,0.52
27124,no,yes,0.31
27125,no,no,0.2
27126,no,no,0.19
27127,no,no,0.13
27128,no,no,0.15
27129,no,no,0.1
27130,no,no,0.18
27131,no,no,0.1
27132,no,no,0.17
27133,no,yes,0.35
27134,no,no,0.15
27135,no,yes,0.38
27136,no,no,0.1
27137,no,yes,0.35
27138,no,no,0.12
27139,no,yes,0.4
27140,no,yes,0.39
27141,no,yes,0.3
27142,no,no,0.11
27143,no,no,0.16
27144,no,yes,0.32
27145,no,yes,0.34
27146,no,no,0.18
27147,no,no,0.12
27148,no,no,0.1
27149,no,yes,0.37
27150,no,no,0.2
27151,no,yes,0.3
27152,no,yes,0.32
27153,no,yes,0.39
27154,no,no,0.14
27155,no,no,0.11
27156,no,no,0.18
27157,no,yes,0.31
27158,no,no,0.13
27159,no,no,0.19
27160,no,no,0.13
27161,no,yes,0.34
27162,no,yes,0.4
27163,no,no,0.14
27164,no,yes,0.31
27165,no,no,0.16
27166,no,no,0.19
27167,no,no,0.1
27168,no,yes,0.31
27169,no,no,0.19
27170,no,no,0.16
27171,no,yes,0.33
27172,no,no,0.14
27173,no,no,0.18
27174,no,no,0.18
27175,no,no,0.16
27176,no,yes,0.34
27177,yes,no,0.54
27178,no,no,0.17
27179,no,no,0.14
27180,no,no,0.19
27181,no,no,0.13
27182,no,no,0.15
27183,no,no,0.1
27184,no,no,0.1
27185,no,no,0.17
27186,no,no,0.2
27187,no,no,0.14
27188,no,no,0.19
27189,no,no,0.18
27190,no,yes,0.39
27191,yes,no,0.57
27192,no,no,0.17
27193,no,no,0.19
27194,no,yes,0.4
27195,no,no,0.2
27196,no,no,0.18
27197,no,no,0.11
27198,no,yes,0.33
27199,no,no,0.2
27200,no,yes,0.34
27201,no,no,0.15
27202,no,no,0.2
27203,no,yes,0.35
27204,no,no,0.18
27205,no,no,0.19
27206,no,yes,0.32
27207,no,yes,0.37
27208,no,no,0.11
27209,no,no,0.16
27210,no,yes,0.32
27211,no,no,0.16
27212,no,yes,0.35
27213,no,no,0.19
27214,no,no,0.13
27215,no,no,0.12
27216,no,yes,0.4
27217,no,no,0.12
27218,no,no,0.11
27219,no,yes,0.35
27220,no,no,0.17
27221,no,yes,0.31
27222,no,no,0.19
27223,no,yes,0.38
27224,no,no,0.17
27225,no,no,0.15
27226,no,no,0.18
27227,no,no,0.12
27228,yes,no,0.51
27229,no,no,0.11
27230,no,no,0.14
27231,no,no,0.2
27232,no,no,0.16
27233,yes,yes,0.78
27234,yes,yes,0.75
27235,no,no,0.19
27236,no,yes,0.39
27237,no,no,0.11
27238,no,no,0.2
27239,no,no,0.15
27240,no,no,0.15
27241,no,no,0.15
27242,no,no,0.11
27243,no,no,0.2
27244,no,no,0.15
27245,no,no,0.19
27246,no,no,0.15
27247,no,no,0.17
27248,no,no,0.2
27249,no,no,0.19
27250,no,no,0.2
27251,no,yes,0.35
27252,no,yes,0.37
27253,no,no,0.19
27254,no,no,0.12
27255,no,no,0.12
27256,no,no,0.15
27257,no,no,0.11
27258,no,no,0.12
27259,no,no,0.15
27260,no,no,0.13
27261,no,no,0.16
27262,no,yes,0.33
27263,no,no,0.14
27264,no,no,0.1
27265,no,no,0.13
27266,no,no,0.15
27267,no,no,0.19
27268,no,no,0.17
27269,yes,yes,0.76
27270,no,yes,0.33
27271,no,no,0.13
27272,no,no,0.14
27273,no,no,0.16
27274,no,no,0.13
27275,no,no,0.16
27276,no,yes,0.34
27277,no,no,0.18
27278,no,no,0.11
27279,no,no,0.14
27280,no,no,0.2
27281,no,no,0.16
27282,no,no,0.13
27283,no,yes,0.37
27284,no,no,0.18
27285,no,no,0.15
27286,no,no,0.12
27287,no,no,0.13
27288,no,no,0.12
27289,no,yes,0.38
27290,no,yes,0.36
27291,no,no,0.18
27292,no,no,0.17
27293,no,yes,0.33
27294,yes,no,0.56
27295,no,yes,0.34
27296,no,yes,0.39
27297,no,no,0.12
27298,no,no,0.12
27299,no,yes,0.4
27300,no,yes,0.38
27301,no,yes,0.32
27302,no,no,0.17
27303,no,no,0.2
27304,no,no,0.15
27305,no,yes,0.36
27306,no,no,0.12
27307,no,no,0.13
27308,no,no,0.11
27309,no,no,0.18
27310,no,no,0.16
27311,no,no,0.19
27312,no,yes,0.35
27313,no,yes,0.35
27314,no,no,0.15
27315,no,yes,0.3
27316,no,no,0.12
27317,no,no,0.1
27318,no,no,0.2
27319,no,no,0.1
27320,no,no,0.12
27321,no,no,0.16
27322,no,no,0.1
27323,no,no,0.2
27324,no,no,0.15
27325,no,no,0.17
27326,no,yes,0.37
27327,no,no,0.15
27328,no,no,0.17
27329,no,no,0.12
27330,yes,no,0.55
27331,no,no,0.17
27332,no,no,0.15
27333,no,no,0.16
27334,no,no,0.15
27335,no,no,0.15
27336,no,no,0.14
27337,no,no,0.13
27338,no,no,0.13
27339,no,no,0.19
27340,no,no,0.18
27341,no,no,0.15
27342,no,no,0.12
27343,no,no,0.1
27344,no,no,0.13
27345,no,no,0.18
27346,no,yes,0.35
27347,no,no,0.15
27348,yes,no,0.57
27349,no,no,0.19
27350,no,yes,0.31
27351,no,yes,0.33
27352,no,yes,0.35
27353,no,no,0.13
27354,yes,no,0.58
27355,no,no,0.19
27356,no,no,0.2
27357,no,no,0.18
27358,no,yes,0.38
27359,no,yes,0.36
27360,no,no,0.15
27361,no,no,0.14
27362,no,yes,0.36
27363,no,no,0.17
27364,no,no,0.12
27365,no,yes,0.37
27366,no,no,0.12
27367,no,no,0.12
27368,no,no,0.19
27369,no,yes,0.32
27370,no,no,0.2
27371,no,no,0.18
27372,no,no,0.18
27373,no,no,0.17
27374,no,no,0.17
27375,no,no,0.14
27376,no,no,0.2
27377,no,no,0.17
27378,yes,no,0.55
27379,no,no,0.11
27380,no,no,0.18
27381,no,yes,0.33
27382,yes,no,0.5
27383,no,no,0.2
27384,no,no,0.18
27385,no,yes,0.4
27386,no,no,0.18
27387,no,no,0.14
27388,no,no,0.2
27389,no,no,0.17
27390,no,no,0.19
27391,no,yes,0.33
27392,no,no,0.17
27393,no,no,0.12
27394,no,no,0.11
27395,no,no,0.17
27396,yes,no,0.59
27397,no,no,0.15
27398,no,yes,0.4
27399,no,no,0.17
27400,no,no,0.16
27401,no,no,0.18
27402,no,no,0.1
27403,no,no,0.15
27404,no,no,0.16
27405,yes,no,0.55
27406,no,no,0.1
27407,no,no,0.2
27408,no,no,0.14
27409,no,no,0.2
27410,no,yes,0.3
27411,no,no,0.16
27412,no,yes,0.32
27413,no,no,0.13
27414,no,no,0.18
27415,no,yes,0.34
27416,no,no,0.15
27417,no,no,0.11
27418,no,no,0.19
27419,no,yes,0.32
27420,no,no,0.14
27421,no,yes,0.33
27422,no,yes,0.39
27423,no,no,0.18
27424,no,no,0.13
27425,no,no,0.1
27426,no,no,0.13
27427,no,no,0.11
27428,no,yes,0.34
27429,no,no,0.11
27430,no,no,0.11
27431,no,no,0.18
27432,no,no,0.16
27433,no,no,0.19
27434,no,no,0.2
27435,no,no,0.12
27436,yes,no,0.59
27437,no,no,0.1
27438,no,no,0.16
27439,no,no,0.17
27440,yes,no,0.57
27441,yes,no,0.56
27442,no,no,0.17
27443,yes,no,0.54
27444,no,no,0.11
27445,no,no,0.15
27446,no,no,0.11
27447,no,no,0.18
27448,no,no,0.13
27449,no,no,0.11
27450,no,no,0.1
27451,no,no,0.1
27452,no,no,0.16
27453,no,no,0.13
27454,no,yes,0.32
27455,no,no,0.2
27456,no,yes,0.31
27457,no,yes,0.39
27458,no,no,0.12
27459,no,no,0.19
27460,no,no,0.11
27461,no,no,0.19
27462,no,no,0.16
27463,no,no,0.2
27464,no,no,0.13
27465,no,no,0.11
27466,no,no,0.13
27467,no,no,0.18
27468,no,no,0.12
27469,no,no,0.11
27470,no,no,0.13
27471,no,no,0.14
27472,no,yes,0.35
27473,no,no,0.2
27474,no,no,0.16
27475,no,no,0.17
27476,no,no,0.16
27477,no,no,0.2
27478,no,no,0.12
27479,no,no,0.11
27480,no,no,0.12
27481,no,no,0.14
27482,no,no,0.16
27483,no,no,0.16
27484,no,yes,0.38
27485,no,no,0.14
27486,no,no,0.2
27487,no,no,0.19
27488,no,no,0.16
27489,no,no,0.15
27490,no,no,0.17
27491,no,no,0.18
27492,no,no,0.16
27493,no,no,0.16
27494,no,no,0.13
27495,yes,no,0.5
27496,no,yes,0.38
27497,no,no,0.18
27498,no,no,0.15
27499,no,no,0.1
27500,no,no,0.14
27501,no,no,0.18
27502,no,no,0.16
27503,no,no,0.15
27504,no,yes,0.35
27505,no,no,0.12
27506,no,no,0.17
27507,no,no,0.2
27508,no,no,0.2
27509,no,no,0.1
27510,no,no,0.12
27511,no,yes,0.35
27512,yes,no,0.58
27513,no,no,0.2
27514,no,no,0.11
27515,yes,no,0.6
27516,no,yes,0.38
27517,no,no,0.13
27518,yes,no,0.57
27519,no,no,0.16
27520,no,no,0.14
27521,no,no,0.18
27522,no,no,0.13
27523,no,no,0.12
27524,no,no,0.19
27525,no,no,0.12
27526,no,no,0.17
27527,no,no,0.2
27528,no,yes,0.37
27529,no,no,0.16
27530,no,no,0.18
27531,no,no,0.15
27532,yes,no,0.6
27533,no,no,0.17
27534,no,yes,0.36
27535,no,no,0.12
27536,no,no,0.14
27537,no,no,0.2
27538,no,no,0.2
27539,no,no,0.13
27540,no,no,0.17
27541,yes,yes,0.8
27542,no,yes,0.4
27543,no,no,0.2
27544,no,no,0.16
27545,no,no,0.18
27546,no,no,0.17
27547,no,no,0.18
27548,no,no,0.13
27549,no,no,0.14
27550,no,no,0.2
27551,yes,no,0.59
27552,no,no,0.18
27553,no,no,0.1
27554,no,no,0.12
27555,yes,no,0.58
27556,no,yes,0.37
27557,no,no,0.15
27558,no,no,0.1
27559,yes,no,0.54
27560,no,no,0.13
27561,no,no,0.13
27562,no,no,0.1
27563,no,yes,0.38
27564,no,yes,0.32
27565,no,no,0.13
27566,no,no,0.13
27567,yes,no,0.5
27568,no,no,0.19
27569,no,no,0.1
27570,no,no,0.13
27571,no,no,0.17
27572,no,no,0.1
27573,no,no,0.12
27574,yes,no,0.55
27575,no,no,0.2
27576,no,no,0.18
27577,no,no,0.13
27578,no,yes,0.31
27579,no,no,0.2
27580,no,yes,0.34
27581,no,no,0.11
27582,no,yes,0.38
27583,no,no,0.15
27584,no,no,0.16
27585,no,no,0.15
27586,no,yes,0.38
27587,no,no,0.15
27588,no,no,0.2
27589,no,no,0.19
27590,no,no,0.18
27591,no,no,0.19
27592,no,no,0.17
27593,no,no,0.15
27594,no,no,0.16
27595,no,no,0.13
27596,no,yes,0.33
27597,no,no,0.17
27598,no,no,0.1
27599,no,yes,0.38
27600,no,no,0.15
27601,no,no,0.19
27602,yes,yes,0.79
27603,no,no,0.16
27604,no,no,0.11
27605,no,no,0.14
27606,no,no,0.16
27607,no,yes,0.32
27608,no,no,0.17
27609,no,yes,0.3
27610,no,yes,0.34
27611,no,no,0.13
27612,no,no,0.18
27613,no,no,0.2
27614,no,no,0.11
27615,no,no,0.14
27616,no,yes,0.32
27617,no,no,0.2
27618,no,yes,0.3
27619,no,no,0.17
27620,no,yes,0.3
27621,no,no,0.15
27622,no,no,0.19
27623,no,no,0.15
27624,no,yes,0.31
27625,no,no,0.14
27626,no,no,0.19
27627,no,no,0.19
27628,no,no,0.16
27629,no,no,0.15
27630,no,no,0.18
27631,no,yes,0.35
27632,no,no,0.1
27633,no,no,0.14
27634,no,no,0.12
27635,no,no,0.19
27636,no,no,0.18
27637,no,yes,0.3
27638,no,no,0.13
27639,no,no,0.16
27640,no,yes,0.37
27641,no,yes,0.37
27642,no,no,0.11
27643,no,no,0.11
27644,no,no,0.18
27645,yes,no,0.51
27646,no,no,0.18
27647,no,no,0.15
27648,no,no,0.2
27649,no,yes,0.38
27650,no,no,0.2
27651,no,no,0.14
27652,no,no,0.2
27653,no,no,0.14
27654,no,no,0.19
27655,no,no,0.18
27656,no,no,0.11
27657,no,no,0.19
27658,yes,yes,0.76
27659,no,no,0.12
27660,no,no,0.13
27661,no,no,0.11
27662,no,no,0.12
27663,no,no,0.16
27664,no,yes,0.31
27665,no,yes,0.34
27666,no,yes,0.35
27667,no,no,0.16
27668,no,yes,0.36
27669,no,no,0.13
27670,no,no,0.11
27671,no,no,0.11
27672,no,no,0.18
27673,no,no,0.14
27674,no,no,0.18
27675,no,no,0.2
27676,no,no,0.1
27677,no,no,0.15
27678,no,no,0.13
27679,no,no,0.19
27680,no,yes,0.39
27681,no,no,0.1
27682,no,yes,0.3
27683,no,no,0.12
27684,no,no,0.14
27685,no,no,0.19
27686,no,no,0.13
27687,no,no,0.2
27688,no,no,0.18
27689,no,no,0.13
27690,no,no,0.11
27691,no,no,0.14
27692,no,no,0.18
27693,no,no,0.12
27694,no,no,0.1
27695,no,no,0.13
27696,no,no,0.18
27697,no,no,0.13
27698,no,no,0.13
27699,no,no,0.16
27700,no,no,0.11
27701,no,no,0.1
27702,no,no,0.17
27703,no,no,0.14
27704,no,yes,0.36
27705,no,no,0.2
27706,no,no,0.19
27707,no,no,0.12
27708,no,no,0.11
27709,no,no,0.19
27710,no,no,0.15
27711,no,no,0.1
27712,no,no,0.16
27713,no,no,0.17
27714,no,no,0.19
27715,yes,no,0.55
27716,no,no,0.14
27717,no,yes,0.3
27718,no,no,0.16
27719,no,no,0.14
27720,no,no,0.15
27721,no,no,0.11
27722,no,no,0.11
27723,no,no,0.13
27724,no,no,0.13
27725,no,no,0.1
27726,no,no,0.16
27727,yes,yes,0.79
27728,no,no,0.14
27729,no,no,0.2
27730,no,yes,0.35
27731,no,no,0.15
