,loan,balance,y,bank_arg1
23862,no,134,no,0.13
23863,no,96,no,0.11
23864,no,33,no,0.18
23865,no,444,no,0.17
23866,no,74,no,0.2
23867,no,0,no,0.1
23868,no,176,no,0.15
23869,no,0,no,0.19
23870,no,-2,no,0.14
23871,no,1059,no,0.16
23872,no,16,no,0.14
23873,no,769,yes,0.55
23874,no,4,no,0.15
23875,no,118,no,0.12
23876,no,1314,no,0.14
23877,no,184,no,0.16
23878,no,0,no,0.11
23879,no,105,no,0.15
23880,no,0,no,0.11
23881,no,628,no,0.15
23882,no,943,no,0.16
23883,no,115,no,0.14
23884,no,13,no,0.17
23885,no,430,no,0.1
23886,no,0,no,0.18
23887,no,88,no,0.12
23888,no,171,no,0.18
23889,yes,251,no,0.34
23890,no,-9,no,0.12
23891,no,91,no,0.13
23892,no,233,no,0.14
23893,no,503,no,0.15
23894,no,0,no,0.18
23895,no,0,no,0.15
23896,no,22,no,0.12
23897,no,123,no,0.2
23898,no,219,no,0.11
23899,no,310,no,0.1
23900,no,96,no,0.19
23901,no,2408,no,0.18
23902,no,1685,no,0.15
23903,no,8480,no,0.18
23904,no,315,no,0.11
23905,yes,7,no,0.32
23906,no,492,no,0.17
23907,yes,500,no,0.35
23908,no,146,no,0.11
23909,no,36,no,0.12
23910,no,518,no,0.19
23911,no,2595,no,0.2
23912,no,494,no,0.14
23913,no,0,no,0.15
23914,no,173,no,0.18
23915,no,335,no,0.15
23916,no,10,no,0.14
23917,no,0,no,0.14
23918,yes,-852,no,0.31
23919,yes,230,no,0.4
23920,no,0,no,0.1
23921,no,0,no,0.14
23922,no,102,no,0.17
23923,no,56,no,0.19
23924,no,1179,no,0.16
23925,no,194,no,0.17
23926,no,1059,no,0.17
23927,no,121,no,0.11
23928,no,3849,no,0.19
23929,no,41,no,0.16
23930,no,-166,no,0.18
23931,no,-359,no,0.2
23932,no,257,no,0.18
23933,no,8,no,0.17
23934,no,0,no,0.2
23935,no,214,no,0.19
23936,no,771,no,0.15
23937,no,511,no,0.19
23938,no,1670,no,0.15
23939,no,85,no,0.2
23940,no,842,no,0.11
23941,no,201,no,0.15
23942,no,4800,no,0.14
23943,yes,0,no,0.37
23944,no,653,no,0.18
23945,no,-506,no,0.14
23946,no,466,no,0.14
23947,yes,563,no,0.31
23948,yes,370,no,0.38
23949,no,258,no,0.16
23950,no,1255,no,0.11
23951,no,148,no,0.2
23952,no,292,no,0.14
23953,no,-120,no,0.16
23954,no,324,no,0.13
23955,no,0,no,0.18
23956,no,268,no,0.19
23957,no,2087,no,0.12
23958,yes,-254,no,0.33
23959,no,5936,no,0.11
23960,no,593,no,0.1
23961,no,665,no,0.11
23962,no,46,no,0.17
23963,no,10,no,0.16
23964,no,185,no,0.18
23965,no,1,no,0.1
23966,no,910,no,0.12
23967,no,8312,no,0.2
23968,no,418,no,0.19
23969,no,117,no,0.14
23970,yes,185,no,0.39
23971,no,0,no,0.18
23972,no,0,no,0.12
23973,no,351,no,0.16
23974,no,50,no,0.11
23975,yes,841,no,0.34
23976,yes,947,no,0.39
23977,no,1903,no,0.14
23978,no,46,no,0.11
23979,no,221,no,0.14
23980,no,0,no,0.19
23981,no,0,no,0.1
23982,no,74,no,0.17
23983,no,1056,no,0.15
23984,no,69,no,0.12
23985,no,124,no,0.19
23986,no,347,no,0.1
23987,no,16,no,0.19
23988,no,0,no,0.16
23989,no,-401,no,0.1
23990,no,88,no,0.11
23991,no,-3,no,0.11
23992,no,4577,no,0.19
23993,no,627,no,0.19
23994,no,1683,no,0.2
23995,no,35,no,0.1
23996,no,224,no,0.11
23997,no,0,no,0.17
23998,no,114,no,0.18
23999,no,385,no,0.2
24000,no,26,no,0.15
24001,no,861,no,0.19
24002,no,125,no,0.18
24003,no,1795,no,0.11
24004,no,449,no,0.1
24005,no,2233,no,0.2
24006,no,124,no,0.13
24007,no,261,no,0.2
24008,no,183,no,0.2
24009,no,64,no,0.12
24010,no,591,no,0.13
24011,no,46,no,0.1
24012,no,23,no,0.14
24013,no,0,no,0.13
24014,no,0,no,0.15
24015,no,0,no,0.13
24016,no,1077,no,0.15
24017,no,373,no,0.17
24018,no,0,no,0.11
24019,no,240,no,0.18
24020,no,7554,no,0.1
24021,no,0,no,0.19
24022,no,41,no,0.18
24023,no,-27,no,0.18
24024,no,0,no,0.18
24025,no,84,no,0.14
24026,no,42,no,0.2
24027,no,2419,no,0.14
24028,no,123,no,0.16
24029,no,32,no,0.15
24030,no,0,no,0.18
24031,no,4695,no,0.18
24032,no,13099,no,0.11
24033,no,3452,no,0.17
24034,no,212,no,0.12
24035,no,0,no,0.12
24036,no,1227,no,0.14
24037,no,36,no,0.13
24038,yes,-90,yes,0.76
24039,no,1785,yes,0.51
24040,no,0,yes,0.53
24041,no,0,no,0.13
24042,no,1828,no,0.19
24043,no,9,no,0.16
24044,yes,-103,yes,0.8
24045,yes,555,yes,0.76
24046,no,199,no,0.2
24047,no,12519,no,0.11
24048,yes,9214,no,0.37
24049,no,79,no,0.1
24050,no,5303,yes,0.58
24051,no,6,no,0.2
24052,yes,1293,no,0.38
24053,no,24556,no,0.1
24054,no,1279,no,0.1
24055,no,1258,yes,0.52
24056,no,239,no,0.18
24057,yes,882,no,0.33
24058,no,1679,yes,0.51
24059,no,1664,yes,0.52
24060,no,882,no,0.13
24061,yes,8749,yes,0.76
24062,yes,-247,yes,0.76
24063,no,1159,no,0.19
24064,no,3444,yes,0.52
24065,no,2199,no,0.15
24066,no,0,no,0.19
24067,no,7424,no,0.15
24068,yes,5346,yes,0.75
24069,no,26254,no,0.15
24070,no,1144,yes,0.57
24071,no,2351,yes,0.55
24072,no,2415,no,0.16
24073,yes,164,no,0.31
24074,no,5514,yes,0.58
24075,yes,123,yes,0.75
24076,no,3352,yes,0.51
24077,no,0,yes,0.59
24078,no,429,yes,0.6
24079,no,5254,yes,0.57
24080,no,589,yes,0.52
24081,no,19268,yes,0.58
24082,no,1445,yes,0.59
24083,no,568,yes,0.54
24084,no,10250,yes,0.59
24085,no,3537,yes,0.51
24086,no,1324,no,0.19
24087,no,1947,yes,0.55
24088,no,1967,yes,0.5
24089,no,3254,yes,0.52
24090,no,437,yes,0.53
24091,no,3260,no,0.1
24092,no,2329,yes,0.56
24093,no,431,no,0.18
24094,no,12026,yes,0.56
24095,no,1310,no,0.18
24096,no,1757,yes,0.57
24097,no,7554,yes,0.54
24098,no,385,yes,0.58
24099,yes,107,yes,0.76
24100,yes,1012,yes,0.79
24101,no,352,no,0.14
24102,no,0,yes,0.57
24103,yes,372,yes,0.8
24104,no,3912,no,0.2
24105,no,1801,no,0.17
24106,no,258,yes,0.57
24107,no,7506,yes,0.5
24108,no,314,yes,0.5
24109,no,860,yes,0.55
24110,no,6,no,0.19
24111,no,0,yes,0.53
24112,no,3623,yes,0.6
24113,no,0,no,0.14
24114,no,2470,yes,0.57
24115,no,1307,yes,0.6
24116,no,3237,yes,0.6
24117,no,185,no,0.13
24118,no,1866,no,0.18
24119,yes,523,no,0.4
24120,no,5041,yes,0.56
24121,yes,1335,no,0.4
24122,yes,172,no,0.3
24123,no,0,no,0.19
24124,no,6619,yes,0.53
24125,no,8,no,0.1
24126,yes,237,yes,0.78
24127,no,3132,no,0.15
24128,no,4683,no,0.14
24129,no,1331,yes,0.51
24130,no,1970,yes,0.55
24131,no,706,yes,0.58
24132,no,1026,yes,0.52
24133,yes,94,no,0.34
24134,no,249,yes,0.53
24135,no,15,no,0.13
24136,no,1770,no,0.15
24137,no,12857,yes,0.53
24138,no,3321,no,0.17
24139,no,2807,yes,0.51
24140,no,7,no,0.1
24141,no,572,yes,0.58
24142,no,1956,no,0.18
24143,no,5060,yes,0.56
24144,no,35,no,0.17
24145,no,1101,no,0.15
24146,no,1234,no,0.16
24147,no,40,no,0.1
24148,no,6573,no,0.14
24149,no,6490,no,0.18
24150,yes,163,no,0.33
24151,no,1005,no,0.16
24152,no,2271,yes,0.6
24153,no,9916,no,0.2
24154,no,1,yes,0.6
24155,no,0,no,0.15
24156,no,585,no,0.19
24157,no,456,no,0.16
24158,no,676,yes,0.6
24159,no,160,yes,0.53
24160,no,899,yes,0.55
24161,no,1230,yes,0.52
24162,yes,333,no,0.35
24163,yes,1016,no,0.37
24164,yes,52,no,0.37
24165,no,873,no,0.17
24166,no,219,no,0.12
24167,no,206,no,0.16
24168,yes,718,no,0.38
24169,no,0,yes,0.59
24170,no,1243,no,0.1
24171,no,62,no,0.17
24172,no,700,yes,0.52
24173,no,0,yes,0.56
24174,no,3608,yes,0.56
24175,no,677,no,0.13
24176,no,67,yes,0.53
24177,no,127,yes,0.58
24178,no,2089,yes,0.55
24179,no,3585,yes,0.57
24180,no,4152,yes,0.56
24181,no,943,no,0.17
24182,no,816,yes,0.53
24183,no,937,no,0.17
24184,no,1631,no,0.17
24185,no,5270,no,0.18
24186,no,119,no,0.15
24187,no,58,no,0.15
24188,no,-942,no,0.16
24189,yes,6203,no,0.36
24190,no,4028,no,0.15
24191,no,0,no,0.15
24192,no,910,no,0.17
24193,yes,1577,no,0.33
24194,no,7028,no,0.14
24195,no,665,no,0.11
24196,yes,421,no,0.38
24197,yes,1252,no,0.31
24198,no,105,no,0.16
24199,no,8230,no,0.19
24200,no,94,no,0.14
24201,no,514,no,0.15
24202,no,71,no,0.12
24203,no,1533,no,0.18
24204,no,5847,no,0.14
24205,no,4960,no,0.15
24206,no,8648,no,0.12
24207,no,228,no,0.1
24208,no,1623,no,0.17
24209,no,3296,no,0.14
24210,no,0,no,0.16
24211,no,1648,no,0.16
24212,no,6798,no,0.11
24213,no,1402,no,0.11
24214,no,69,no,0.18
24215,no,200,no,0.14
24216,no,5282,no,0.13
24217,yes,0,no,0.3
24218,no,582,no,0.14
24219,no,195,no,0.19
24220,no,7162,no,0.16
24221,no,1636,no,0.2
24222,yes,425,no,0.38
24223,no,199,no,0.15
24224,no,1323,no,0.2
24225,no,3419,no,0.16
24226,yes,103,no,0.34
24227,yes,1028,no,0.4
24228,no,17,no,0.17
24229,no,2598,no,0.18
24230,no,1484,no,0.2
24231,no,1693,no,0.11
24232,yes,411,no,0.34
24233,no,4278,no,0.11
24234,no,494,no,0.12
24235,yes,231,no,0.39
24236,yes,198,no,0.35
24237,no,2516,no,0.15
24238,yes,1701,no,0.39
24239,no,295,no,0.14
24240,no,1274,no,0.12
24241,no,1878,no,0.15
24242,no,3305,no,0.14
24243,no,1,no,0.17
24244,yes,2785,no,0.37
24245,no,-292,no,0.16
24246,no,8969,no,0.11
24247,no,2901,no,0.12
24248,no,65,no,0.11
24249,no,1114,no,0.14
24250,no,1477,no,0.11
24251,yes,465,no,0.39
24252,no,0,no,0.17
24253,no,401,no,0.19
24254,no,3324,no,0.2
24255,yes,2440,no,0.33
24256,yes,0,no,0.34
24257,no,0,no,0.1
24258,yes,477,no,0.38
24259,no,1654,no,0.1
24260,no,0,no,0.15
24261,no,4656,no,0.17
24262,no,191,no,0.13
24263,no,108,no,0.13
24264,no,64,no,0.18
24265,no,0,no,0.16
24266,no,1865,no,0.2
24267,yes,17,no,0.3
24268,no,1034,no,0.19
24269,yes,7,no,0.34
24270,yes,5447,yes,0.79
24271,no,275,yes,0.53
24272,no,17,no,0.16
24273,no,0,no,0.19
24274,no,1540,yes,0.53
24275,yes,751,yes,0.77
24276,no,1454,no,0.11
24277,no,2764,no,0.18
24278,no,5381,no,0.14
24279,yes,0,no,0.4
24280,no,1749,no,0.16
24281,yes,0,no,0.31
24282,no,313,no,0.13
24283,no,0,no,0.16
24284,no,1272,no,0.13
24285,no,1875,no,0.12
24286,no,-60,no,0.12
24287,no,6284,no,0.19
24288,no,0,no,0.12
24289,no,1469,no,0.11
24290,no,2655,no,0.17
24291,no,1694,no,0.12
24292,no,0,no,0.14
24293,no,318,no,0.13
24294,yes,0,no,0.37
24295,yes,1718,no,0.33
24296,no,1084,no,0.18
24297,no,5249,no,0.2
24298,no,2410,no,0.17
24299,yes,633,no,0.3
24300,yes,35,no,0.38
24301,yes,0,no,0.38
24302,no,0,no,0.16
24303,no,17432,no,0.16
24304,yes,4403,no,0.34
24305,no,0,no,0.15
24306,no,2063,no,0.15
24307,yes,69,no,0.31
24308,no,326,no,0.12
24309,yes,410,no,0.31
24310,no,113,no,0.11
24311,yes,2749,no,0.32
24312,no,209,no,0.11
24313,no,926,no,0.15
24314,no,856,no,0.15
24315,no,246,no,0.12
24316,yes,32,no,0.39
24317,yes,209,no,0.33
24318,no,0,no,0.1
24319,no,4466,no,0.1
24320,no,0,no,0.15
24321,no,7387,no,0.15
24322,no,5420,no,0.15
24323,no,1415,no,0.13
24324,no,1448,no,0.15
24325,yes,272,no,0.4
24326,yes,5766,no,0.4
24327,no,101,no,0.1
24328,yes,4,no,0.37
24329,no,0,no,0.12
24330,no,500,no,0.18
24331,no,5057,no,0.12
24332,no,5827,no,0.11
24333,no,3013,no,0.11
24334,yes,283,no,0.34
24335,no,3094,no,0.18
24336,no,5010,no,0.1
24337,yes,4962,no,0.31
24338,no,7089,no,0.2
24339,no,2348,no,0.18
24340,no,2479,no,0.15
24341,no,865,no,0.12
24342,no,450,no,0.17
24343,no,1265,no,0.19
24344,no,738,no,0.19
24345,yes,191,no,0.35
24346,no,8106,no,0.16
24347,yes,30,no,0.35
24348,no,518,no,0.16
24349,no,-155,no,0.17
24350,no,0,no,0.14
24351,no,12226,no,0.13
24352,yes,48,no,0.32
24353,no,1364,no,0.12
24354,no,5564,no,0.19
24355,no,720,no,0.13
24356,no,14107,no,0.2
24357,no,2126,no,0.11
24358,yes,46,no,0.31
24359,yes,5423,no,0.36
24360,no,-198,no,0.13
24361,no,1871,no,0.18
24362,yes,-355,no,0.34
24363,no,3505,yes,0.55
24364,no,8332,no,0.14
24365,no,1575,no,0.18
24366,no,689,no,0.18
24367,yes,-565,no,0.37
24368,yes,2370,no,0.34
24369,yes,328,no,0.32
24370,no,2578,no,0.1
24371,yes,1661,no,0.34
24372,no,6493,no,0.2
24373,no,3760,no,0.17
24374,no,463,no,0.15
24375,no,135,no,0.16
24376,no,77,no,0.16
24377,no,0,no,0.16
24378,no,2668,no,0.15
24379,yes,1262,no,0.39
24380,no,20187,no,0.13
24381,yes,135,no,0.32
24382,yes,1191,no,0.37
24383,no,7343,no,0.16
24384,no,315,no,0.2
24385,yes,1573,no,0.35
24386,no,0,no,0.17
24387,yes,1144,no,0.35
24388,no,685,no,0.16
24389,no,621,no,0.17
24390,no,2228,yes,0.52
24391,no,1039,no,0.18
24392,no,0,no,0.19
24393,no,0,no,0.15
24394,no,1306,no,0.14
24395,no,0,no,0.2
24396,yes,819,no,0.37
24397,no,33,no,0.18
24398,no,898,no,0.17
24399,no,2919,no,0.1
24400,no,1108,no,0.11
24401,yes,0,no,0.35
24402,no,4344,no,0.1
24403,no,1952,no,0.2
24404,no,2551,no,0.14
24405,yes,472,no,0.38
24406,no,1171,no,0.12
24407,no,514,no,0.19
24408,no,1435,no,0.15
24409,no,0,no,0.2
24410,yes,597,no,0.36
24411,yes,252,no,0.32
24412,no,0,no,0.1
24413,no,6572,no,0.2
24414,no,10,no,0.2
24415,no,4425,no,0.15
24416,no,-36,no,0.12
24417,no,18,no,0.15
24418,no,0,no,0.13
24419,yes,92,no,0.34
24420,yes,4230,no,0.39
24421,yes,0,no,0.36
24422,no,1730,no,0.17
24423,yes,295,no,0.33
24424,no,4544,no,0.14
24425,no,202,yes,0.59
24426,no,313,no,0.19
24427,yes,716,no,0.4
24428,no,0,no,0.14
24429,no,419,no,0.17
24430,yes,344,no,0.3
24431,yes,0,no,0.31
24432,yes,1467,no,0.31
24433,no,0,no,0.16
24434,no,427,no,0.15
24435,no,14282,no,0.19
24436,no,0,no,0.15
24437,no,3735,no,0.15
24438,no,279,no,0.14
24439,no,1270,no,0.13
24440,no,-370,no,0.19
24441,no,380,yes,0.6
24442,no,209,no,0.2
24443,yes,441,no,0.31
24444,no,0,no,0.2
24445,no,536,no,0.12
24446,yes,5187,no,0.31
24447,no,1029,no,0.15
24448,no,0,no,0.1
24449,no,4826,no,0.2
24450,no,1048,no,0.2
24451,no,2398,no,0.19
24452,yes,0,no,0.35
24453,no,0,no,0.1
24454,no,179,no,0.12
24455,no,71,no,0.1
24456,no,1918,no,0.16
24457,no,2192,no,0.2
24458,no,4005,no,0.12
24459,no,0,no,0.12
24460,no,2223,no,0.1
24461,no,112,no,0.17
24462,yes,493,no,0.4
24463,yes,0,no,0.31
24464,no,0,no,0.12
24465,no,17092,no,0.14
24466,no,163,no,0.18
24467,no,3029,no,0.17
24468,no,6164,no,0.12
24469,no,563,no,0.17
24470,no,1246,no,0.19
24471,no,16264,no,0.14
24472,no,2363,no,0.12
24473,yes,1797,no,0.33
24474,no,7007,no,0.18
24475,no,3440,no,0.12
24476,yes,16,no,0.4
24477,no,13,no,0.18
24478,no,968,no,0.19
24479,no,300,no,0.12
24480,no,2747,no,0.16
24481,no,-24,no,0.18
24482,no,361,no,0.2
24483,no,81,no,0.1
24484,no,508,no,0.1
24485,yes,321,no,0.38
24486,no,373,no,0.14
24487,yes,3840,no,0.34
24488,no,2096,no,0.15
24489,no,2020,no,0.2
24490,no,24,no,0.1
24491,no,-637,no,0.15
24492,no,425,no,0.14
24493,no,69,no,0.12
24494,yes,80,no,0.33
24495,no,5310,yes,0.52
24496,no,935,no,0.2
24497,no,585,no,0.2
24498,no,0,no,0.19
24499,no,757,no,0.12
24500,no,3150,no,0.14
24501,no,5,no,0.2
24502,no,634,no,0.18
24503,no,0,no,0.18
24504,no,9678,no,0.11
24505,no,677,no,0.18
24506,no,970,no,0.12
24507,no,0,no,0.12
24508,yes,899,no,0.39
24509,yes,1504,yes,0.7
24510,no,830,no,0.16
24511,yes,-174,no,0.36
24512,no,1357,no,0.15
24513,no,0,no,0.13
24514,yes,-1415,no,0.32
24515,no,1187,no,0.19
24516,no,0,no,0.19
24517,no,2719,no,0.17
24518,no,588,no,0.17
24519,no,4583,no,0.17
24520,no,0,no,0.1
24521,no,0,no,0.2
24522,yes,1657,no,0.35
24523,yes,2289,no,0.3
24524,no,567,no,0.19
24525,no,722,no,0.17
24526,no,200,no,0.11
24527,yes,1783,yes,0.78
24528,no,-259,no,0.13
24529,no,22341,no,0.16
24530,no,785,no,0.1
24531,yes,248,no,0.34
24532,no,226,no,0.13
24533,no,746,no,0.1
24534,no,4504,no,0.17
24535,no,12061,no,0.18
24536,no,-15,no,0.19
24537,no,6274,no,0.17
24538,yes,-741,no,0.34
24539,no,2920,no,0.17
24540,no,2152,no,0.12
24541,no,189,no,0.17
24542,no,601,no,0.15
24543,no,877,no,0.14
24544,no,28,no,0.16
24545,no,0,no,0.18
24546,no,5326,no,0.19
24547,no,1563,no,0.18
24548,no,1932,no,0.19
24549,no,1144,no,0.12
24550,no,4861,no,0.11
24551,yes,4593,no,0.38
24552,yes,99,no,0.39
24553,no,4,no,0.13
24554,no,3111,no,0.16
24555,no,2576,no,0.2
24556,no,1451,no,0.13
24557,yes,672,no,0.37
24558,no,1319,no,0.16
24559,yes,1012,no,0.3
24560,no,557,no,0.13
24561,no,5057,no,0.16
24562,no,2749,no,0.19
24563,no,0,no,0.14
24564,yes,1143,no,0.34
24565,no,0,yes,0.51
24566,no,600,no,0.14
24567,yes,350,no,0.33
24568,no,34247,no,0.13
24569,no,0,no,0.1
24570,yes,248,no,0.36
24571,no,0,no,0.2
24572,no,2,no,0.12
24573,yes,1818,no,0.34
24574,no,3837,no,0.19
24575,yes,202,no,0.36
24576,no,242,no,0.19
24577,no,16,no,0.2
24578,no,0,no,0.12
24579,no,11650,no,0.19
24580,no,58,no,0.18
24581,no,3552,no,0.11
24582,no,572,no,0.16
24583,yes,0,no,0.39
24584,no,131,no,0.19
24585,no,38,no,0.16
24586,no,2155,no,0.18
24587,no,560,no,0.15
24588,no,20,no,0.2
24589,no,-954,no,0.17
24590,yes,0,no,0.4
24591,no,230,no,0.17
24592,yes,505,no,0.39
24593,no,93,no,0.14
24594,no,0,no,0.14
24595,no,3843,no,0.12
24596,yes,109,no,0.31
24597,yes,2347,no,0.31
24598,yes,1392,no,0.39
24599,yes,264,no,0.31
24600,no,3640,no,0.1
24601,no,1831,no,0.18
24602,yes,1904,no,0.36
24603,no,734,no,0.1
24604,no,620,no,0.13
24605,no,5,no,0.2
24606,yes,821,no,0.36
24607,no,0,no,0.15
24608,no,4654,no,0.13
24609,no,275,no,0.12
24610,no,1049,no,0.15
24611,no,1414,no,0.11
24612,no,2145,no,0.18
24613,no,653,no,0.14
24614,no,-210,no,0.11
24615,no,163,no,0.15
24616,no,0,no,0.19
24617,no,1058,no,0.17
24618,no,11971,no,0.14
24619,no,7595,no,0.18
24620,yes,794,no,0.33
24621,no,1168,no,0.19
24622,no,2269,yes,0.54
24623,no,271,no,0.11
24624,no,1158,no,0.12
24625,yes,0,no,0.4
24626,no,-478,no,0.16
24627,yes,3795,no,0.38
24628,yes,463,no,0.39
24629,no,653,no,0.13
24630,yes,486,no,0.33
24631,no,2242,no,0.18
24632,no,1255,no,0.12
24633,yes,-403,no,0.31
24634,no,2171,no,0.2
24635,no,0,no,0.13
24636,no,23,no,0.14
24637,no,2636,no,0.14
24638,yes,1029,no,0.37
24639,no,12839,no,0.11
24640,yes,1241,no,0.37
24641,yes,-1157,no,0.31
24642,no,0,no,0.18
24643,no,0,no,0.14
24644,yes,917,no,0.39
24645,no,1781,no,0.14
24646,no,2139,no,0.19
24647,no,815,no,0.11
24648,no,2278,no,0.2
24649,no,1502,no,0.13
24650,no,7,no,0.11
24651,no,2378,yes,0.53
24652,no,217,no,0.13
24653,no,856,no,0.18
24654,no,652,no,0.15
24655,no,1375,no,0.13
24656,no,2707,no,0.15
24657,no,3684,no,0.1
24658,no,426,no,0.17
24659,yes,216,no,0.33
24660,no,299,no,0.15
24661,yes,-78,no,0.32
24662,no,237,no,0.13
24663,no,1988,no,0.13
24664,yes,1354,no,0.3
24665,yes,8,no,0.39
24666,no,66,no,0.15
24667,no,1503,no,0.12
24668,yes,1565,no,0.31
24669,no,68,no,0.1
24670,no,0,no,0.12
24671,no,3018,no,0.19
24672,no,1043,no,0.16
24673,no,876,no,0.1
24674,yes,0,no,0.38
24675,no,1027,no,0.13
24676,no,724,no,0.19
24677,no,324,no,0.18
24678,no,3337,no,0.11
24679,no,1162,no,0.11
24680,no,452,no,0.17
24681,no,614,no,0.12
24682,no,0,no,0.2
24683,no,0,no,0.1
24684,no,0,no,0.17
24685,no,430,no,0.11
24686,no,219,no,0.17
24687,no,627,no,0.16
24688,yes,2935,no,0.4
24689,no,1101,no,0.15
24690,no,1286,no,0.19
24691,no,2106,no,0.14
24692,no,453,no,0.2
24693,yes,1036,no,0.34
24694,yes,1077,no,0.33
24695,no,825,no,0.14
24696,no,2767,no,0.19
24697,no,1269,no,0.15
24698,yes,1150,no,0.4
24699,no,5115,yes,0.56
24700,yes,18,no,0.37
24701,yes,1092,no,0.3
24702,yes,121,no,0.32
24703,yes,644,no,0.39
24704,no,0,no,0.11
24705,no,1606,no,0.18
24706,no,469,no,0.19
24707,no,1680,no,0.19
24708,no,12,no,0.17
24709,yes,781,yes,0.77
24710,no,10378,no,0.17
24711,no,0,no,0.16
24712,no,1826,no,0.15
24713,no,6153,no,0.19
24714,no,0,no,0.14
24715,yes,0,no,0.37
24716,no,525,no,0.17
24717,yes,611,no,0.3
24718,no,4958,no,0.15
24719,yes,97,no,0.38
24720,no,197,no,0.14
24721,no,106,no,0.11
24722,no,406,no,0.19
24723,no,204,no,0.13
24724,no,2479,no,0.12
24725,yes,-188,yes,0.73
24726,yes,42,no,0.4
24727,no,1485,no,0.18
24728,yes,0,no,0.4
24729,no,755,no,0.1
24730,no,981,no,0.18
24731,no,0,no,0.11
24732,no,690,no,0.18
24733,no,653,no,0.1
24734,no,1777,no,0.1
24735,yes,0,no,0.37
24736,no,3329,no,0.13
24737,yes,1201,no,0.39
24738,no,761,yes,0.56
24739,yes,3059,no,0.3
24740,no,530,no,0.2
24741,no,0,no,0.18
24742,no,7673,no,0.17
24743,no,148,no,0.2
24744,no,323,no,0.19
24745,no,751,no,0.16
24746,no,2868,no,0.16
24747,no,-388,no,0.16
24748,no,1240,no,0.15
24749,no,894,no,0.1
24750,no,201,no,0.13
24751,no,2269,no,0.18
24752,no,4324,no,0.17
24753,no,756,no,0.15
24754,no,2039,no,0.18
24755,no,13342,no,0.12
24756,no,723,no,0.11
24757,no,15,no,0.1
24758,no,195,no,0.18
24759,no,879,no,0.19
24760,no,3275,no,0.14
24761,no,2249,no,0.19
24762,no,7717,no,0.18
24763,no,162,no,0.11
24764,yes,606,no,0.39
24765,yes,137,no,0.4
24766,no,26575,no,0.13
24767,no,135,no,0.17
24768,no,133,no,0.17
24769,no,2133,no,0.14
24770,no,2305,no,0.12
24771,no,19,yes,0.56
24772,no,2101,no,0.13
24773,no,1613,no,0.17
24774,no,-76,no,0.18
24775,yes,1741,no,0.3
24776,no,10888,no,0.17
24777,no,417,no,0.14
24778,yes,0,no,0.39
24779,no,4320,no,0.14
24780,no,618,no,0.14
24781,no,65,no,0.12
24782,no,4508,yes,0.59
24783,no,0,no,0.11
24784,no,263,no,0.18
24785,yes,280,no,0.38
24786,no,1461,no,0.19
24787,yes,7108,no,0.38
24788,yes,2496,no,0.36
24789,no,256,no,0.16
24790,no,33,no,0.11
24791,no,1674,no,0.16
24792,no,316,no,0.16
24793,no,0,no,0.13
24794,yes,13,no,0.37
24795,no,4415,no,0.17
24796,no,24,no,0.19
24797,no,2,no,0.16
24798,yes,2126,no,0.39
24799,no,4819,no,0.15
24800,no,112,no,0.14
24801,no,9339,no,0.15
24802,no,589,no,0.19
24803,no,170,no,0.18
24804,no,559,no,0.15
24805,no,0,no,0.13
24806,no,2203,no,0.16
24807,yes,104,no,0.4
24808,yes,1636,no,0.33
24809,yes,172,no,0.32
24810,no,390,no,0.17
24811,yes,476,no,0.37
24812,no,2105,no,0.16
24813,yes,93,no,0.33
24814,yes,16,no,0.39
24815,no,3944,no,0.19
24816,no,4982,no,0.19
24817,no,14,no,0.14
24818,no,2831,no,0.19
24819,no,2717,no,0.13
24820,no,63,no,0.18
24821,no,6376,no,0.17
24822,no,196,no,0.17
24823,no,36,no,0.13
24824,no,13,no,0.14
24825,no,283,no,0.2
24826,no,154,no,0.15
24827,no,470,no,0.14
24828,no,1199,no,0.2
24829,no,4,no,0.18
24830,no,66,yes,0.6
24831,no,0,no,0.12
24832,no,2165,no,0.1
24833,yes,0,no,0.35
24834,no,428,no,0.1
24835,yes,257,no,0.32
24836,no,4856,no,0.13
24837,no,722,no,0.19
24838,yes,-247,no,0.3
24839,no,16517,no,0.12
24840,no,0,no,0.14
24841,no,6,no,0.14
24842,no,1164,no,0.15
24843,no,0,no,0.1
24844,no,5260,no,0.14
24845,yes,2453,no,0.4
24846,no,0,no,0.1
24847,no,13931,no,0.16
24848,no,0,no,0.12
24849,no,2266,yes,0.55
24850,no,1769,no,0.19
24851,yes,4301,no,0.4
24852,yes,306,no,0.38
24853,no,0,no,0.15
24854,no,7378,no,0.19
24855,yes,-723,no,0.34
24856,no,2702,no,0.11
24857,no,1388,no,0.16
24858,yes,68,no,0.31
24859,no,454,no,0.14
24860,yes,330,no,0.36
24861,no,1509,no,0.13
24862,no,225,no,0.1
24863,no,53,no,0.19
24864,no,1515,no,0.16
24865,no,1802,no,0.18
24866,no,561,no,0.1
24867,yes,2429,no,0.37
24868,yes,786,no,0.38
24869,yes,1155,no,0.3
24870,no,1226,no,0.2
24871,yes,14,no,0.36
24872,yes,0,no,0.33
24873,no,153,no,0.17
24874,no,222,no,0.2
24875,yes,664,no,0.36
24876,no,1194,no,0.14
24877,no,363,no,0.11
24878,yes,91,no,0.31
